y,X_1,X_2,X_3,s
0.547966530420789,1,-0.268654847320336,-1.6786248705942,0.211029247444805
0.142679973182529,1,-0.907960362234576,-1.81074660170839,0.871921728933146
1.65888356967197,1,0.502030146341685,1.14296979981283,0.0375647112833465
-1.09550534866902,1,0.0119816320082103,0.0128735748326029,0.0799735207639849
0.33811931752589,1,0.543565208675447,-0.375658526331068,0.934118605502942
0.440742646479994,1,0.482724117616479,0.590073575727017,0.0819231661398478
1.84223134499083,1,-0.143431725135716,0.0445114445448285,0.699464212726292
1.23096935009984,1,1.07882680720519,0.101858650728246,0.0403310123063679
3.56245882263597,1,1.4275173511858,-0.495208033521547,0.563445738873511
0.581617784647455,1,-0.829467344786909,-0.354581380288353,0.161660504736832
2.96305094789483,1,0.970615456503446,-0.201517898115068,0.465578891910079
1.45781187669069,1,-0.338890162555453,0.306552133733186,0.213030079390418
-1.81126664861007,1,-0.301131123989523,-0.125435094866957,0.794556965158941
2.78337919074954,1,1.12138601111956,0.517393775934278,0.2643361795238
-0.20793952409392,1,-0.905438311791804,1.10911491249756,0.132861940993111
0.663641708975373,1,0.216693481779879,-0.411542710396687,0.655127657778218
-2.25513081114963,1,-1.19611011118993,0.339272082037898,0.804292053793099
-0.476712473228055,1,-2.15902487257247,1.65738092069336,0.527411754099812
1.75760874217675,1,-0.0277629065932992,-0.119941548545041,0.968497870598607
-0.810803840475999,1,-1.40566743023099,-0.135538521027937,0.200731833744719
1.87207104643211,1,-0.0502694608160704,0.561012744869672,0.706963518818045
4.24434820580204,1,0.331100096763335,0.428133248715964,0.458798121613404
2.1293946588895,1,0.513813076510284,1.83625657629125,0.036539221494853
0.234989194460236,1,1.16966532944991,-0.619039171362975,0.0799127382010436
1.137147686634,1,0.892372707192468,-0.761560838433835,0.864120264291379
1.80080562658252,1,0.210270222164846,0.271584899076752,0.14784547668252
1.10134831242878,1,-0.312705799288209,-0.663553450539093,0.681159211236003
1.73788811154976,1,-0.786574791387493,0.0368946599660839,0.189497890089804
1.77580835085301,1,0.271226109309514,-0.227335044143202,0.303537290550184
1.99486100963521,1,-0.503188049099886,-0.825133652848388,0.384447468591717
-1.86021591715419,1,-0.855427213503301,-2.47975692571155,0.624296692795281
-2.82036105406902,1,-1.53680948710607,-0.363512837922829,0.0693610565795831
1.85807694824495,1,1.30973400008485,-1.15115514146933,0.630344533247828
2.94837963790817,1,0.76674311524642,-0.729931527151241,0.163955749730209
-0.178887775670343,1,-0.30422300434273,-1.42161153798962,0.916354861040449
3.28102537211397,1,0.290322348845423,-0.888048939949822,0.188198956024496
1.07294638436512,1,-0.420917115919702,0.462677598682029,0.499116788695063
-1.02460246487415,1,-1.71555010567637,-0.367879588043797,0.724982026760883
-1.48338838966615,1,-1.84880526074808,1.55714155654987,0.741983943128946
1.21385025092142,1,0.466646230361909,-0.681178913216817,0.475937575200687
-1.99633667927687,1,-0.539836364547416,-1.88824840115845,0.629702468368125
2.8685052681016,1,1.02807630988162,0.878660781430223,0.926576238993472
1.3850562184867,1,0.443200489131311,1.1152014769399,0.761340829394414
1.29085866963978,1,0.061136280871325,0.692470066844875,0.618854212028514
-1.50964072039699,1,-1.61254730159594,0.560031246789083,0.335821835113022
1.49736925145995,1,-0.00681859828025361,0.703059525146514,0.0972877901261984
0.525390145411218,1,-1.1997133273352,0.740604909381175,0.547581439790785
0.800056755737304,1,-0.641704538932436,1.43108124668479,0.442750429925013
-0.363910339228742,1,-0.655697514931047,-1.02611912937544,7.73560572708831e-05
2.28104324327211,1,0.0139366238174331,0.470392782204515,0.168389411973185
-0.111016159857905,1,-1.66936323932997,1.68570873570576,0.573939988646623
2.36299973008883,1,1.71544315087313,-1.42450047909779,0.928440839030236
2.64139238610672,1,0.498777975680704,1.01829928414643,0.644778420555271
0.619079706423331,1,-0.0565382324606115,0.269922852773957,0.535939039229171
